# Constructed from biom file
SM030818-1	SM030818-24	SM030818-33	SM030818-62	SM030818-66	SM030818-91	SM030818-92	SM030818-93	SM030818-94	SM030818-95	SM030818-96	SM030818-97	SM030818-98	SM030818-99	SM030818-100	SM030818-101	SM030818-102	SM030818-103	SM030818-104	SM030818-105	SM030818-106	SM030818-107	SM030818-108	SM030818-109	SM030818-110	SM030818-111	SM030818-121	SM030818-126	SM030818-128	SM030818-130	SM030818-131	SM030818-132	SM030818-133	SM030818-134	SM030818-135	SM030818-136	SM030818-138	SM030818-139	SM030818-140	SM030818-141	SM030818-142	SM030818-143	SM030818-144	SM030818-145	SM030818-146	SM030818-147	SM030818-148	SM111418-7	SM111418-12	SM111418-44	SM111418-52	SM111418-59	SM111418-94	SM111418-113	SM071219-60	SM071219-66	SM071219-71	SM071219-89	SM071219-92	SM071219-95
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae	8.24999847787e-06	0.0	0.0	0.0	0.0	0.0	4.36999865445e-06	0.0	0.0	0.0	1.96999987578e-05	0.0	0.0	0.0	0.0	3.31999969555e-06	0.0	0.0	0.0	0.0	5.63999945687e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.06000050255e-06	6.73000147648e-50	8.87000360101e-186	0.0	0.0	0.0	1.53999960221e-239	0.0	0.0	0.0	0.0	2.57799993325e-144	0.0	0.0	1.0099997282e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.76800020703e-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Sporolactobacillaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.11999990499e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae	1.95599963912e-05	1.57000002795e-05	0.0	7.01999823754e-05	0.0	7.6000001789e-35	0.0	0.000161499002248	0.0	6.83999875421e-05	8.16999948507e-05	0.0	0.0	1.71000006498e-05	0.000185959953299	2.35999978359e-212	0.00124662272637	0.0	0.0	8.31000100874e-152	0.0	0.0	4.37000069043e-05	4.94999942427e-05	9.77000291244e-06	0.0	2.93999974476e-216	0.0	0.0	0.0	4.48999998653e-06	0.0	1.25999962843e-05	0.0	4.62999876419e-06	6.07000045525e-06	5.98999973155e-06	2.71000128481e-06	1.35000029617e-05	1.11500045266e-05	0.000102000053292	2.61999977623e-05	2.60499938261e-05	2.02299947744e-05	3.93999984815e-06	2.4000009802e-05	0.0	0.000602252999996	1.16999996957e-45	2.02999925274e-06	0.0	0.0	0.0	1.72499965974e-05	4.64399906934e-05	0.000126899981212	0.0	1.53999979656e-05	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Thermoactinomycetaceae	8.28999847049e-22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.75999982597e-18	0.0	0.0	0.0	0.0	2.95999972857e-06	0.0	0.0	0.0	0.0	2.06999980066e-28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.19000088909e-64	0.0	0.0	0.0	0.0	4.68999981924e-41	1.46000059629e-63	0.0	0.0	0.0	2.3799991239e-39	0.0	3.8099989747e-06	0.0	0.0	2.9899994008e-06	0.0	0.0	0.0	8.06000302162e-34	9.92000116159e-06
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae	3.22999940406e-06	0.0	8.01999806798e-239	0.0	0.0	0.0	8.28999744746e-06	0.0	0.0	0.0	1.61999989785e-53	2.22000033121e-127	0.0	0.0	3.04999923404e-05	0.0	1.97999956539e-05	0.0	0.0	1.10000013353e-14	0.0	0.0	0.0	0.0	1.49000044417e-216	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.35999825568e-136	3.64999905717e-22	0.0	0.0	0.0	0.0	2.33999993915e-05	0.0	0.0	0.0	0.0	0.0	1.43999971142e-06	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.02999993505e-60	0.0	0.0	1.2000000456e-227	1.98999950025e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.31999985121e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae	0.000801985852033	0.000548532009764	0.000272343934394	0.000174026956308	0.00209991101653	0.0	0.000151211953441	0.0	0.000269699984411	0.000513959906391	0.0458864071067	0.00137511920517	0.000861066123132	0.000301608011461	0.0016772045788	0.00164173984945	0.00224866550693	0.00223482105148	0.00072058279031	1.41000017116e-05	0.000212408979545	0.00226561515316	0.0	0.000726619915487	0.000537718160294	0.0416968948325	7.48999934975e-05	0.00238466900358	0.0444142743274	0.00019454600505	0.000702214997893	0.00171611118316	0.00215013736593	0.0012856924725	0.000358799904231	0.00259658319474	0.0019300009135	0.00119344756581	0.00108098623715	0.0044864298214	0.00445121732563	0.00158333986477	0.00297774229427	0.00232148640034	0.00107204095868	0.00438631679145	0.00886872995033	0.0	0.00286578592548	0.00018258093279	0.000121922001707	0.00387403395747	0.0	0.000336816933209	0.000528720894044	0.000643431904739	0.0	0.0010893288561	0.000277480104025	0.00027771803252
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae	0.000334664938264	0.00129053902297	3.08999925562e-05	0.0578352494797	0.0	4.27000010052e-05	9.18299717255e-05	0.0	0.0	6.45999882342e-05	9.14283942351e-15	0.0118224717645	0.0	0.00187013207107	0.00280394629584	0.00207812980943	0.000455204900082	0.0	0.00119181665318	2.81500034171e-05	0.00121235288325	0.00373730725278	0.0	0.00180536779961	0.000331878098933	0.0	0.000352414969405	0.000342473000514	0.00716393973022	0.000452561011748	0.000271796999185	0.00119897912797	0.000134784960253	0.00114128541943	0.000217532955637	0.00346326925975	0.000419969981179	0.00385922482966	0.000427088093698	0.00180465773265	0.00124528165062	0.0010678059088	0.000282964932941	0.000475673877129	9.00449965296e-05	0.00213033687007	0.00275269898458	0.840502969995	0.0001509289961	0.000457614831547	0.0	0.000960895741415	0.000512780962262	0.000304256939666	0.0106865258584	0.000939924860842	0.0	0.00484935235939	0.00251862794423	0.000161424018902
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae	0.00514429605102	0.00899691336015	0.000771243814207	0.0715812598886	0.00887441331787	0.222987818709	0.0170467327517	0.00562359015814	0.00161201490805	0.000614418888094	0.0816573039046	0.0655216787753	0.00101181014469	0.0015842540602	0.602150381913	0.0326417550067	0.0688957158773	0.000234019005382	0.0480020773314	3.74946145784e-05	0.00221628678657	0.0374224609298	0.0128887240383	0.013765203199	0.0261921707079	3.09999998754e-16	0.005632589111	0.015360532023	0.0514111971221	0.00459814311937	0.00641081198079	0.0806264771057	0.0228391625498	0.0208219422524	0.00273750896932	0.016947252271	0.0404599469868	0.00321886056926	0.0122975612979	0.0509776105998	0.0591193467181	0.0324534853381	0.672564775602	0.00423275869751	0.0416322171955	0.0911218094177	0.0508044597155	0.0186571060057	0.0178294275367	0.00501286815472	0.000337388004723	0.0662177501803	0.00622847077917	0.014851073055	0.00199110760098	0.143080283117	0.660695933339	0.00947886744783	0.0273669694687	0.028659649356
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Christensenellaceae	0.000862282840908	0.000315606005618	0.00178450257011	0.00125940368381	0.0	0.0	0.000829873744477	0.0	0.0	0.0	0.0	0.00735465009725	0.0	0.000368376013998	0.00110008072373	0.00129287788144	0.0	0.0	0.00341385500657	0.000470994057174	0.00096530990704	0.000291042019674	0.0	7.86999908464e-05	0.00103949830987	0.0	0.000392453965929	0.000730028001095	0.0121010955443	0.00222230605769	0.0032981699901	0.00480405951273	0.00246100627426	0.00384771941407	0.0027402052686	0.00466987235024	0.0123715804456	0.0080240438042	0.00831704882465	0.00092313437477	0.0484619643199	0.0335894721311	0.00430152198054	0.0117257369711	0.00646244775093	0.00233874195518	0.00795048195548	0.0	0.00263768693141	0.00197090427449	0.0	0.00291087821666	0.0	0.00144735671299	0.00210343957847	0.0143618018737	0.0	0.018568679547	0.0013209064952	0.000751903088045
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae	0.000116360978565	0.000110600001969	1.2859997126e-05	0.00122929069137	0.000986682007768	0.0065632351545	0.000349162892491	0.0	0.000712310958842	0.0	0.0244611084577	0.0140327810936	0.0012930091849	7.22000027436e-05	0.00242834939016	5.16599952628e-05	0.0203483740335	0.0	0.000248049927817	2.76500033564e-05	0.000547685947258	0.000255559017276	5.1800008184e-16	0.00159244681478	2.03300060604e-05	0.0	3.90999966055e-05	0.00035346000053	0.00196170992613	0.000145300003772	0.000195535999413	0.000814164086895	9.46299720941e-05	0.00710190861002	0.0002442749348	0.000571567042868	0.000738374966909	7.04595334049e-05	0.00018889005414	0.00126821251486	0.00257382134474	0.00233571280054	0.000664068842616	0.000197130949079	0.000488512018972	0.00115491147169	8.17399995422e-05	0.0	0.000127549996684	0.000182758932725	0.000263518003689	0.000298700919617	0.0	0.000881464825205	0.000142779971387	0.000475407929615	0.0	0.000752234900628	0.000195210073182	0.000283182033159
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiales Family XIII. Incertae Sedis	7.67999858303e-06	0.0	3.85999907013e-06	0.000209636947368	0.0	0.0	7.55999767223e-06	0.0	0.0	0.0	9.09999942621e-05	0.0	0.0	0.0	2.86999927925e-05	1.86999982852e-05	1.82999959831e-05	0.0	0.0	0.0	0.0	3.26000022038e-05	6.42000101432e-05	0.0	0.0	0.0	8.4799992638e-05	0.0	0.0	1.83000004751e-05	6.74999997975e-06	0.0	6.03999821883e-06	2.24000082322e-05	0.0	0.000133581010019	0.000246165988968	7.71000365532e-05	3.78000082928e-05	0.000531893215936	0.000306208159985	0.000374576968007	1.6999995971e-05	5.16999866455e-05	4.97999980807e-05	0.000121975049817	2.1599999879e-05	0.0	9.03999976492e-06	0.0	0.0	7.88999787674e-06	0.000297849941602	2.9999994051e-05	0.0	0.000286870957528	0.0	1.46999980581e-05	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiales Family XVII. Incertae Sedis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.11999998764e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.55999909575e-06	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Eubacteriaceae	1.38999974354e-05	0.000205964003666	1.73999958083e-05	0.0	0.0	0.0	1.19999963051e-05	0.0	0.000192626988866	0.0	0.0	0.0	0.0	0.0	0.000127140968071	0.00105766390301	0.0	0.0	0.000244494928852	0.0	1.68999983725e-05	0.0	0.0	0.0	1.11000033089e-05	0.0	0.0	0.0	0.00129445995125	3.65000009475e-05	0.000158436999525	9.07000096804e-05	2.8599991566e-05	0.000148277054493	2.30999938343e-05	2.51000018825e-05	0.000182444991824	4.67000221405e-05	0.000492671108086	0.00021319108655	0.000349423182563	7.21999938334e-05	0.000101454975955	2.5999993284e-05	5.49999978803e-05	0.000742816303379	7.86999995593e-05	0.0	3.6299999056e-05	1.53999943311e-05	0.0	0.0064892232537	0.0	2.50999950227e-05	5.61999887375e-06	1.90999971722e-05	0.0	0.000191356974721	0.000118334044362	1.26000014754e-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Heliobacteriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.21999807288e-06	0.0	0.0	0.0	8.27000181433e-175	0.0	0.0	0.0	0.0	8.0999979077e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae	0.228212989895	0.139512519483	0.0401782393211	0.153891755364	0.004445757035	8.61000020268e-05	0.0533983895583	0.0	0.0166544260374	0.0626416585909	0.0	0.107189153992	0.0054503207794	0.0295710361237	0.0967393257056	0.112407231692	0.000123069973001	0.00330768307607	0.149788350412	0.00360692343784	0.0258703625087	0.13697750626	4.41000069675e-05	0.0213147085209	0.0209344092405	0.00229210599079	0.128600178835	0.0436061940654	0.578930968198	0.0537646333957	0.0561926848314	0.386845522288	0.120443652482	0.489702961971	0.150362006866	0.173023708977	0.107872822166	0.0393825286713	0.251326995138	0.185818425438	0.704467582063	0.14974836821	0.144636259721	0.0952686323913	0.0697626703113	0.409049324063	0.357341508999	0.0	0.230173254014	0.0252671076989	0.0100114011402	0.220065586779	0.00010669997908	0.0226008885182	0.0198882820144	0.121478430015	0.0	0.102229756495	0.161711790624	0.0610024731431
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__NA	0.000247623954313	0.000346208006163	0.000611668852649	0.00135508565979	0.0	0.0	0.000550503830497	0.0	8.19999952603e-05	6.2799988562e-05	0.0	0.0011722881749	0.0	0.000486094018472	0.000123273969042	0.000518339952468	1.34999970367e-34	0.0	0.00585107029734	0.0	8.95999913715e-05	0.000539251036453	0.0	0.000266670968984	0.00113538933846	0.0	0.0211906851603	0.000524458000787	0.00589192777812	0.00209368105435	0.00520655298438	0.00448568847876	0.00211710837567	0.00318302116979	0.00137215563375	0.00147142511036	0.000486752978186	0.0001986920942	0.00270316159304	0.00129002852372	0.00567021996252	0.0032056607262	0.00046316389023	0.00111510471196	0.000743995971326	0.00398283562666	0.00332545798138	0.0	0.000530715986199	0.00112754258494	0.0	0.000254012931643	0.0	0.000755113850261	0.000797874840106	0.00161881876033	0.0	0.00334989555747	0.00179894567441	0.000898458105205
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae	0.0260905941863	0.0923241846434	0.00321356922585	0.0426841522836	0.00427749103368	0.0	0.028814028128	0.0	0.002214399872	0.000495599909735	2.62999983418e-05	0.142283507228	8.57000122551e-05	0.0151796865768	0.0220565144609	0.0974091440675	0.0	0.000146670003373	0.0635005955213	0.00453653555069	0.00467751254955	0.0164626441129	0.0	0.0326713462	0.053770587029	0.00223006999104	0.0474036848846	0.0179472720269	0.154770237172	0.0165553524298	0.0281622789155	0.0315991013726	0.0144782257304	0.163682929155	0.0222642010574	0.0819358231452	0.00923066958632	0.00462164519112	0.017302731796	0.0166262977499	0.0327251320979	0.0137739878236	0.00896210787598	0.0177902714046	0.0102168146062	0.024663406073	0.0374884627901	0.0	0.0154849445973	0.0116546157098	0.008499643119	0.0709578359047	0.0	0.0315296397477	0.0160107447914	0.0467355990807	0.0	0.0293250101261	0.0600676765189	0.0257263380124
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Peptococcaceae	2.14999960332e-06	0.0	0.0	0.0	0.0	0.0	4.99999846047e-06	0.0	0.0	4.55999916947e-05	3.34999978877e-83	0.0	0.0	0.0	1.56999960572e-05	0.0	2.0099995588e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.11999997564e-06	0.0	0.0	0.0	0.0	0.0	1.25999994353e-20	8.58000406778e-07	0.0	5.67000230188e-06	0.0	0.0	0.0	6.62999828742e-06	1.96999992408e-06	4.81000196449e-06	7.66999995705e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.87999962325e-06	0.0	0.0	7.36999902641e-06	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Peptostreptococcaceae	0.001002715815	0.000278452004956	9.53499770302e-05	0.000557001860158	0.0	0.000230891005435	0.000750564768897	0.0	0.000323658981292	5.9999989072e-05	1.49999990542e-05	0.0392061128492	9.19000131417e-05	0.00205991407828	0.00871065581247	0.00108276390071	0.000191589957946	0.0	0.000512630850824	4.33000052562e-05	0.000254173975523	0.00029201001974	0.0	0.00924890992426	8.37000249511e-05	0.0	0.000338106970647	0.0	0.00302295888616	0.000114252002966	0.000143026999571	0.000732125078139	0.000218736935496	0.00102519237677	0.000201082946328	0.000534449040084	0.000458053979489	0.000117550055731	0.00150910533108	0.000988932401483	0.00276959144703	0.000752422935736	0.000416767901226	0.000627012838037	0.000399897984588	0.00158064064556	0.00162036699093	0.0	0.000735052980885	6.50899760397e-05	0.0	0.00068296181621	0.0	0.000200372960324	0.000112970977361	0.00100472785125	0.0	0.00062254691776	8.40000314908e-05	0.000202959023766
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Syntrophomonadaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.51999977805e-68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.24999890219e-06	0.0	0.0	0.0	0.0	0.0	1.73999935949e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Halanaerobiales;f__Halanaerobiaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.14999946006e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.91000044325e-06	0.0	0.0	0.0	0.0	0.0	1.90999983687e-89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.32000161953e-06	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Halanaerobiales;f__Halobacteroidaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.65999879628e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Natranaerobiales;f__Natranaerobiaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3499999395e-18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Thermoanaerobacterales;f__Thermoanaerobacteraceae	8.11999850767e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.02999999691e-150	0.0	0.0	6.43100236346e-122	0.0	0.0	0.0	0.0	0.0	4.16000168886e-06	5.26000274819e-22	0.0	0.0	5.27999863613e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.40999951704e-06	3.39999949662e-05	0.0	1.02999986393e-76	3.71000139085e-06	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Thermoanaerobacterales;f__Thermoanaerobacterales Family III. Incertae Sedis	2.33999956827e-06	0.0	0.0	0.0	0.0	0.0	3.39999895312e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.41000140627e-06	0.0	0.0	8.48999927487e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Thermoanaerobacterales;f__Thermoanaerobacterales Family IV. Incertae Sedis	0.0	0.0	2.11999948929e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.15000127882e-37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Thermosediminibacterales;f__Tepidanaerobacteraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.32999953796e-06	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Thermosediminibacterales;f__Thermosediminibacteraceae	1.23999977122e-67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.90000158331e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.98999838804e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae	0.00175980267532	0.000350957006247	0.000145290964999	0.000204605948631	0.0	0.0	0.000230861928916	0.0	0.000829530952052	7.66999860304e-05	1.31999992102e-61	0.0420696072764	0.0	0.0021473270816	0.17982533784	0.00239195678066	0.0	0.0	0.000418240878292	0.000273796033236	0.000106478989746	0.000400107027047	1.29000020381e-27	0.00536253437629	0.000425413126816	0.0	0.0026055597738	0.000636132000954	0.00997456662438	0.000294745007652	0.000196467999411	0.000138398014771	0.000193366942977	0.00256415594235	0.000474052873469	0.000535779040183	0.000772914965361	0.00024747911733	0.000336465073816	0.00120490048916	0.000993346518994	0.00882853924595	0.00273617935153	0.00373949603406	0.00110252695751	0.00125147851113	0.000784523995607	0.0	0.000156309995935	5.13999810791e-05	0.0	0.00066267082167	0.0	0.0001180029766	0.000303864939105	0.00206258869463	0.0	0.000846167888219	0.000271818101902	4.12000048243e-05
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Turicibacteraceae	3.14999941882e-05	3.12000005554e-05	0.000123090970347	0.046912588222	0.00238668101879	0.0	4.4399986329e-05	0.0	0.0	0.0	0.000660062958381	8.13000121293e-05	0.0	1.79000006802e-05	0.000132892966626	0.000874766919783	0.00146722267794	0.0	0.0020319694087	1.4400001748e-06	0.000354239965887	0.00238491816122	6.80000107435e-05	0.000298210965315	1.30000038753e-05	0.0	4.76999958589e-05	0.0	0.00180173893215	2.71000007035e-05	0.000219501999341	0.00136950514617	0.000117882965237	9.93000364937e-05	0.000395057894553	8.47000063525e-05	0.00288334487078	0.00658357712128	0.00753891965394	0.00110190844735	0.0434195196854	0.020876346217	0.000151478964099	0.0171798295623	0.000648543975005	0.00440860280055	0.000193983998914	0.0	0.00152625496031	0.000821804697485	0.0	5.87999841765e-05	0.0	0.000189434962435	0.000152582969422	0.0316825053093	0.0	0.000105628986046	0.000243309091214	0.000616515072191
k__Bacteria;p__Firmicutes;c__NA;o__NA;f__NA	0.0	0.0	0.0	0.0	0.0	0.0	1.9099994119e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.94999952331e-26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.26000003271e-05	0.0	0.0	0.0	0.0	0.0	0.0	4.31999980639e-06	0.0	0.0	4.86000197304e-06	0.0	0.0	0.0	0.0	4.28999983466e-27	0.0	0.0	0.0	1.11999997088e-144	3.12999884782e-06	0.0	0.0	0.0	0.0	0.0	4.37999935153e-05	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae	4.93999908857e-05	0.0	6.05999854014e-05	0.000146501963219	0.0	0.0	6.92999786621e-05	0.0	0.0	0.000137840974895	2.78999982408e-94	0.0	0.0	0.0	1.99999949773e-05	0.0	0.0	0.0	0.0	1.0800001311e-19	0.0	0.0	0.0	0.0	0.000256484076458	0.0	0.0	0.001999479003	0.0	1.73000004491e-05	7.60799997717e-05	2.73000029137e-05	0.0	4.27000156927e-47	0.0	0.0	0.0	1.51000071589e-06	0.0	8.21000333306e-48	1.96000102404e-05	0.0	6.03999856852e-06	2.03999947305e-05	2.79999989209e-05	4.15000169493e-05	0.000144759999189	0.0	0.164456337723	0.000300101889529	0.0	0.000136379963299	2.64999948043e-110	0.262489569948	0.282393950408	0.0	0.0	5.3299992959e-05	0.0349788281132	6.7500007904e-05
