# Constructed from biom file
SM030818-1	SM030818-24	SM030818-33	SM030818-62	SM030818-66	SM030818-91	SM030818-92	SM030818-93	SM030818-94	SM030818-95	SM030818-96	SM030818-97	SM030818-98	SM030818-99	SM030818-100	SM030818-101	SM030818-102	SM030818-103	SM030818-104	SM030818-105	SM030818-106	SM030818-107	SM030818-108	SM030818-109	SM030818-110	SM030818-111	SM030818-121	SM030818-126	SM030818-128	SM030818-130	SM030818-131	SM030818-132	SM030818-133	SM030818-134	SM030818-135	SM030818-136	SM030818-138	SM030818-139	SM030818-140	SM030818-141	SM030818-142	SM030818-143	SM030818-144	SM030818-145	SM030818-146	SM030818-147	SM030818-148	SM111418-7	SM111418-12	SM111418-44	SM111418-52	SM111418-59	SM111418-94	SM111418-113	SM071219-60	SM071219-66	SM071219-71	SM071219-89	SM071219-92	SM071219-95
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales	0.0	0.0	0.0	8.61999783584e-23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.65999958312e-111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.37000006153e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.44999960979e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales	1.04999980627e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales	0.0029886214486	0.00123646602201	0.0001955159529	0.00591769251429	0.0	0.000990489023316	0.000224476930882	0.0	0.000159449990784	0.000114546979137	0.0137957741301	0.000569877085021	0.0	2.48000009424e-05	0.00199077850005	0.00271613475093	0.00146641767812	0.0	0.000613576821449	6.45740078386e-05	0.000204120980343	0.00215719414583	5.60000093696e-05	5.34999937774e-59	0.000261473077945	0.0	0.00223494180597	0.00123104000185	0.00241364990911	0.00153524803986	0.00678506897964	0.0332326025469	0.00369093091156	0.00555436004128	0.000585937843605	0.00357855126839	0.00094877595748	0.000328634155806	0.000409109089753	0.000354666143986	0.00677371053906	0.000773140933966	0.00102639775674	0.00118336169433	0.000682850976383	0.00753241007636	0.00128091599283	0.0	0.00111859697091	0.000392411855549	0.000171965002408	0.00268012827876	6.07999880793e-05	0.000617928877554	0.000424154914999	0.00126014881343	0.0	0.000912191879497	0.00014631005485	0.0011759831377
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales	2.63999951292e-06	0.00441905007866	1.45999964829e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.83999956871e-126	0.0	0.0	0.0	0.0	0.0	6.6199985469e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.11999997864e-06	3.46000036928e-06	2.01999940431e-06	0.0	0.0	3.09000023175e-06	0.0	7.08000335663e-07	0.0	3.55000144121e-06	0.0	1.99999982918e-05	0.0	1.52999960479e-05	0.0	0.0	0.0	0.0	0.0	2.06999923801e-06	0.0	0.0	1.50999970394e-17	0.0	0.0	0.0	0.0	3.35999955614e-54	1.3900005211e-05	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales	1.47999972694e-06	1.54000002741e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.07699993209e-125	0.0	0.0	0.0	0.0	0.0	0.000136959969937	0.0	0.0	1.870000227e-07	0.0	0.0	0.0	1.78999979181e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.45999927456e-06	3.51000128996e-33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.39999991158e-06	0.0	0.0	0.0	3.87999923927e-66	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cellvibrionales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.78999999163e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.46000180775e-06	0.0	0.0	5.51999857414e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.2399985805e-138	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales	7.419998631e-06	2.01000003578e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.00999972398e-06	0.0	0.0	0.0	1.13000013717e-06	5.16999950213e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.73999900174e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.88999893616e-06	0.0	4.7099987325e-06	0.0	0.0	3.27999934269e-06	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales	0.00316772661555	0.43202905269	0.000177302957288	0.0128649197724	0.849052082684	0.306392657212	0.401639548238	0.950343858229	0.181903957486	0.109496846057	0.566453787283	0.0521141747806	0.965474328063	0.0534704280319	0.0380350244481	0.184426269788	0.0445493062214	0.000285045006569	0.0139676349354	0.0922854082025	0.0685787473959	0.0342407193147	0.894082818263	0.801340582796	0.0102613620589	0.648805753411	0.0560856491309	0.0316475220475	0.0218361131777	0.0822117231342	4.49099998653e-05	0.0141963055152	0.000846209750708	0.0221346771347	1.78099952463e-05	0.00012240000918	0.00135072493947	0.00931765571754	3.46800076084e-05	0.00157679164014	9.42300492324e-05	0.115614445125	1.16999972271e-06	0.000186930951714	0.000987065761958	0.000628627256742	0.000531537997023	0.135539756999	0.00140389996604	0.000361995866746	8.8000001232e-05	0.000767327793506	0.967703264269	0.00287857942919	0.0147792474382	0.335518025328	0.220665977779	0.0282704642654	0.000339456327259	1.91900022471e-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales	0.0	0.0	3.2199992243e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__NA	9.74999820112e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.72999974966e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.60999751766e-34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales	2.19799959447e-05	0.000476056008474	1.65999960011e-05	0.00609424146997	0.0388484693058	0.00538380012678	0.00119401263236	0.0153677382142	0.00041192097619	0.00121903377798	0.12655940502	0.000232327034661	0.0	2.07000007866e-05	0.00853224985727	3.28799969849e-05	0.0360664150837	0.000818284020828	0.00167099051374	0.0	0.00251528875799	0.000165302011174	0.000998934157825	0.000742636913624	0.00179886353624	0.0	0.0	0.0	0.00717011972999	0.0	3.81999998854e-05	0.000120500012861	0.000161158952475	0.000856790314879	2.22399940638e-05	3.77000028275e-05	5.85699973751e-05	1.79000084864e-06	8.83000193719e-06	1.65000066986e-05	3.34000174505e-05	3.30999971729e-05	8.12999807319e-06	0.0	1.55799993995e-05	0.0	5.3399999701e-05	0.0	0.00531906486168	0.000551649796932	0.0	0.000307642917211	0.0140288872494	9.89899803703e-05	6.12999877155e-05	0.0202961669951	0.0	9.39999875824e-05	0.000676299253538	0.000934094109378
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales	3.98999926384e-07	0.000689174012267	1.73999958083e-05	0.0	0.0	2.23000005249e-05	0.0	0.0	0.0	1.26999976869e-241	0.000294002981462	3.79000056544e-05	0.000157400022508	0.0	0.000114269971304	6.08999944154e-06	0.000572929874241	0.0	2.62899923496e-05	5.70000069192e-07	0.0	0.0	1.80000028439e-67	0.0408316372509	2.45000073035e-06	0.000853119996572	0.0	0.0	0.000661309975096	0.0	1.20999999637e-06	2.28400024399e-05	1.55999953996e-06	9.880003631e-06	5.32999857735e-06	2.3800001785e-06	1.97999991126e-06	1.36000064478e-06	0.0	2.53000102712e-06	0.0	0.0	8.00999810163e-07	4.00899896444e-05	0.0	2.91000120329e-32	5.55899996887e-05	0.0	6.35999983461e-06	0.0	0.0	0.0	2.79999945186e-16	1.47799971099e-05	0.0	4.08999939447e-05	0.0	0.000126018983353	1.48000055484e-05	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.24000082322e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.29999991803e-05	0.0	0.0	0.0	0.0	0.0	8.8099980662e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.47000026025e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000105328993912	0.0	0.0	0.0	0.0	0.0	0.0	2.09999980743e-06	9.18999798279e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.22999913787e-22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.35999967768e-06	2.93999924057e-06	0.0	0.0	0.0	0.0	3.75999990222e-06	1.12999958404e-06	0.0	5.73999845532e-06	0.0	1.90999962125e-06	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Oligoflexia;o__Bdellovibrionales	1.84999965867e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Brachyspirales	0.0	0.0	2.00999951579e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.21000018052e-139	0.0	1.56000005928e-05	0.0	3.90999964145e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.4900000906e-45	1.20999999637e-80	0.0	0.0	0.0	0.0	1.120000084e-05	1.78999991978e-47	0.0	6.18000135581e-06	3.37000136814e-06	0.0	9.16999921679e-06	7.13999830782e-06	4.45999884794e-06	0.0	0.0	1.34999999244e-05	0.0	4.6799998783e-60	3.92999855333e-192	0.0	0.0	0.0	1.09999978187e-14	6.77999864129e-63	0.0	0.0	5.9839992095e-05	6.60000247428e-192	5.3700006288e-229
k__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales	9.14399831293e-05	0.000613301010917	0.000277735933093	0.0	0.0	5.07000370935e-54	0.000303395906583	0.0	0.0	0.0	0.0	0.00251105737463	0.0	0.000232045008818	0.000234738941049	4.95999954517e-05	0.0	0.0	0.00106133269115	0.0	3.69999964369e-37	1.98000013385e-05	0.0	4.06999952662e-21	0.0	0.0	1.7899998446e-05	0.0	0.0	0.0010825200281	0.000570694998288	0.00116799612466	7.22999786791e-05	0.00226870483377	7.24499806621e-05	0.000611439045858	7.43299966688e-05	5.66400268531e-05	0.000224114049168	0.000104420042392	0.00077970040737	0.00125249389302	6.10999855193e-05	0.00193046350134	0.000747886971176	0.00012178704974	5.71999996797e-05	0.0	0.000216792994362	9.01999667965e-05	1.57000002198e-37	0.000255309931294	2.23999956082e-05	5.98499881317e-05	0.00066576786658	0.000363443946191	0.0	0.000659131912927	0.000480813180252	0.000164403019251
k__Bacteria;p__Synergistetes;c__Synergistia;o__Synergistales	4.33999919927e-74	0.0	7.55999817879e-06	0.0	0.0	0.0	1.21999962435e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000107839987457	4.45000132655e-06	0.0	0.000226979980295	0.0	0.0	0.000210493005464	4.85999998542e-05	7.80000083249e-05	2.8799991507e-05	2.27000083425e-05	9.59999743762e-05	0.0	0.0	3.63000172098e-05	9.17000201178e-05	2.6100010596e-06	6.55000342218e-05	0.000214322981695	1.58999962317e-06	1.24999967711e-05	0.000108903995803	0.00030106412296	5.17999997099e-06	0.0	8.959999767e-06	8.53999685634e-05	0.0	5.70999846339e-05	0.0	3.50999930397e-05	2.76999944489e-05	0.0	0.0	0.00020408497304	4.50000168701e-260	7.44000087119e-06
k__Bacteria;p__Tenericutes;c__Mollicutes;o__Acholeplasmatales	0.0	0.0	0.0	2.56999935477e-25	0.0	0.0	3.12999903625e-46	0.0	0.0	0.0	1.28999991866e-23	0.0	0.0	0.0	8.25999792564e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.61999946265e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.95000241556e-06	0.0	0.0	3.15999925108e-06	0.0	0.0	0.0	0.0	0.0	0.0	2.6999990061e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Tenericutes;c__Mollicutes;o__Entomoplasmatales	0.0	0.0	7.30999823902e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.4699986263e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.28999999613e-05	0.0	1.11999966972e-05	0.0	1.49699960043e-05	9.2200006915e-06	1.41999993636e-05	5.02000237998e-06	1.57000034444e-05	3.5300014331e-06	0.0	0.0	4.75999887188e-06	7.35999809885e-06	0.0	0.0	0.0	0.0	0.0	3.02999888463e-06	0.0	2.81999924112e-05	0.0	0.0	4.2399991503e-06	0.0	0.0	2.38999968428e-05	0.0	0.0
k__Bacteria;p__Tenericutes;c__Mollicutes;o__Mycoplasmatales	0.0	0.0	3.87999906531e-28	0.0	0.0	0.0	4.61999857748e-05	0.0	0.0	0.0	0.0	2.42000036104e-154	0.0	0.0	0.0	6.61999939294e-62	0.0	0.0	0.0	5.37000065186e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.97999946717e-05	0.0	0.0	0.0	0.000127263981158	0.0	0.0	0.0	0.0
k__Bacteria;p__Thermotogae;c__Thermotogae;o__Thermotogales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.35999982034e-05	0.0	0.0
k__Bacteria;p__Verrucomicrobia;c__NA;o__NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2699995325e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Verrucomicrobia;c__Opitutae;o__Opitutales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.5199968637e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales	0.0	0.0	0.00167814759573	0.0	0.0	5.58000013135e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0116314556152	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0879222792825	0.0948049767156	0.00371704939672	0.0	9.37000344357e-05	4.15999888964e-06	0.00011012700826	0.0547498985463	0.000128000060685	0.11992587931	0.0168768538516	0.002574314345	0.0102718871227	0.0	0.534718618878	0.000482263981413	0.159287883056	0.00137889499228	0.0	0.0	0.0535014133056	0.0	0.0	0.0	0.00244087951597	0.0	0.0	0.0	0.0280549582939	3.74000140209e-06	0.00128382015033
